t1A2c1, t1A2c1, t1A2c2, t1A2c2, t1A2c3, t1A2c3, t1A2c4, t1A2c4, t1A2c6, t1A2c6, t1B2c1, t1B2c1, t1B2c2, t1B2c2, t1B2c3, t1B2c3, t1B2c4, t1B2c4, t1B2c6, t1B2c6, t1C2c1, t1C2c1, t1C2c2, t1C2c2, t1C2c3, t1C2c3, t1C2c4, t1C2c4, t1C2c6, t1C2c6, t1D2c1, t1D2c1, t1D2c2, t1D2c2, t1D2c3, t1D2c3, t1D2c4, t1D2c4, t1D2c6, t1D2c6, t1E2c1, t1E2c1, t1E2c2, t1E2c2, t1E2c3, t1E2c3, t1E2c5, t1E2c5, t1E2c6, t1E2c6, t1F2c1, t1F2c1, t1F2c2, t1F2c2, t1F2c3, t1F2c3, t1F2c5, t1F2c5, t1F2c6, t1F2c6, t1G2c1, t1G2c1, t1G2c2, t1G2c2, t1G2c3, t1G2c3, t1G2c5, t1G2c5, t1G2c6, t1G2c6, t1H2c1, t1H2c1, t1H2c2, t1H2c2, t1H2c3, t1H2c3, t1H2c5, t1H2c5, t1H2c6, t1H2c6, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1A6, TnIC, p1A6, TnIC, p1A7, TnIC, p1A8, TnIC, p1A6, TnIC, p1B6, TnIC, p1B6, TnIC, p1B7, TnIC, p1B8, TnIC, p1B6, TnIC, p1C6, TnIC, p1C6, TnIC, p1C7, TnIC, p1C8, TnIC, p1C6, TnIC, p1D6, TnIC, p1D6, TnIC, p1D7, TnIC, p1D8, TnIC, p1D6, TnIC, p1E6, TnIC, p1E6, TnIC, p1E7, TnIC, p1E9, TnIC, p1E6, TnIC, p1F6, TnIC, p1F6, TnIC, p1F7, TnIC, p1F9, TnIC, p1F6, TnIC, p1G6, TnIC, p1G6, TnIC, p1G7, TnIC, p1G9, TnIC, p1G6, TnIC, p1H6, TnIC, p1H6, TnIC, p1H7, TnIC, p1H9, TnIC, p1H6, TnIC, 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1777.80, 0.31152772, 3445.60, 0.28447135, 5126.59, 0.22359567, 6788.62, 0.23932535, 10124.06, 0.24453806, 1777.80, 0.10596183, 3445.60, 0.08274041, 5126.59, 0.07902, 6788.62, 0.11359903, 10124.06, 0.06814924, 1777.80, 0.18026048, 3445.60, 0.16195746, 5126.59, 0.112634, 6788.62, 0.15335392, 10124.06, 0.14580456, 1777.80, 0.33308217, 3445.60, 0.30664778, 5126.59, 0.15387961, 6788.62, 0.28437272, 10124.06, 0.27138644, 1777.80, 0.23390413, 3445.60, 0.21080482, 5126.59, 0.31869996, 8456.50, 0.40534449, 10124.06, 0.18281361, 1777.80, 0.11924498, 3445.60, 0.10199827, 5126.59, 0.12802446, 8456.50, 0.18303414, 10124.06, 0.09309855, 1777.80, 0.1598937, 3445.60, 0.14082955, 5126.59, 0.20082425, 8456.50, 0.24756765, 10124.06, 0.11232288, 1777.80, 0.19337328, 3445.60, 0.18164798, 5126.59, 0.36196689, 8456.50, 0.39193365, 10124.06, 0.19441549, 
1778.00, 0.31133395, 3445.80, 0.28440677, 5126.79, 0.22366885, 6788.82, 0.23893677, 10124.26, 0.24444975, 1778.00, 0.10617164, 3445.80, 0.08259999, 5126.79, 0.0791105, 6788.82, 0.11382145, 10124.26, 0.06794076, 1778.00, 0.18022395, 3445.80, 0.16227779, 5126.79, 0.11258816, 6788.82, 0.15332102, 10124.26, 0.14604683, 1778.00, 0.333414, 3445.80, 0.30679679, 5126.79, 0.15404728, 6788.82, 0.28441216, 10124.26, 0.27177953, 1778.00, 0.23422128, 3445.80, 0.21127719, 5126.79, 0.31918524, 8456.70, 0.40560366, 10124.26, 0.18316177, 1778.00, 0.11930059, 3445.80, 0.1019102, 5126.79, 0.12807563, 8456.70, 0.18321992, 10124.26, 0.09312794, 1778.00, 0.16016303, 3445.80, 0.14096595, 5126.79, 0.20148583, 8456.70, 0.24815548, 10124.26, 0.11263747, 1778.00, 0.19351307, 3445.80, 0.18111193, 5126.79, 0.36088872, 8456.70, 0.39163871, 10124.26, 0.19399864, 
1778.20, 0.31098683, 3446.00, 0.28380185, 5126.99, 0.22386968, 6789.02, 0.23861612, 10124.46, 0.24404833, 1778.20, 0.10640576, 3446.00, 0.08245239, 5126.99, 0.07867078, 6789.02, 0.1139617, 10124.46, 0.06779187, 1778.20, 0.18016634, 3446.00, 0.16214698, 5126.99, 0.11264918, 6789.02, 0.15328079, 10124.46, 0.1458276, 1778.20, 0.33380207, 3446.00, 0.30699761, 5126.99, 0.15407992, 6789.02, 0.28506754, 10124.46, 0.27193893, 1778.20, 0.234049, 3446.00, 0.21110171, 5126.99, 0.31936189, 8456.90, 0.40587808, 10124.46, 0.1829795, 1778.20, 0.11903058, 3446.00, 0.1014496, 5126.99, 0.12750193, 8456.90, 0.18276979, 10124.46, 0.09282094, 1778.20, 0.1602668, 3446.00, 0.14085279, 5126.99, 0.20180349, 8456.90, 0.24830421, 10124.46, 0.11274456, 1778.20, 0.19360988, 3446.00, 0.18135702, 5126.99, 0.36047127, 8456.90, 0.39186514, 10124.46, 0.19378384, 
1778.40, 0.31085744, 3446.20, 0.28359725, 5127.19, 0.22375222, 6789.22, 0.23829534, 10124.66, 0.24388302, 1778.40, 0.10685804, 3446.20, 0.08267126, 5127.19, 0.07860863, 6789.22, 0.11473405, 10124.66, 0.06798632, 1778.40, 0.18067557, 3446.20, 0.16300581, 5127.19, 0.11325756, 6789.22, 0.15385399, 10124.66, 0.14582363, 1778.40, 0.33410522, 3446.20, 0.30727986, 5127.19, 0.15438984, 6789.22, 0.28552391, 10124.66, 0.2726484, 1778.40, 0.233612, 3446.20, 0.21089595, 5127.19, 0.31863042, 8457.10, 0.40512664, 10124.66, 0.18226025, 1778.40, 0.11878719, 3446.20, 0.10125499, 5127.19, 0.12743458, 8457.10, 0.18260886, 10124.66, 0.09271541, 1778.40, 0.16074739, 3446.20, 0.14114236, 5127.19, 0.20216833, 8457.10, 0.24868498, 10124.66, 0.11319208, 1778.40, 0.19378692, 3446.20, 0.18169727, 5127.19, 0.36104696, 8457.10, 0.39204724, 10124.66, 0.19361468, 
1778.60, 0.31086632, 3446.40, 0.28365174, 5127.39, 0.22357607, 6789.42, 0.23819583, 10124.86, 0.24350528, 1778.60, 0.10694357, 3446.40, 0.08272637, 5127.39, 0.07853001, 6789.42, 0.11507401, 10124.86, 0.0677365, 1778.60, 0.18165955, 3446.40, 0.16396456, 5127.39, 0.11409419, 6789.42, 0.15456887, 10124.86, 0.14647288, 1778.60, 0.33413315, 3446.40, 0.30745877, 5127.39, 0.15438219, 6789.42, 0.28623948, 10124.86, 0.27304015, 1778.60, 0.23371188, 3446.40, 0.21108372, 5127.39, 0.31917791, 8457.30, 0.40510547, 10124.86, 0.18260585, 1778.60, 0.11871535, 3446.40, 0.10091073, 5127.39, 0.12722454, 8457.30, 0.18241959, 10124.86, 0.09315998, 1778.60, 0.16128772, 3446.40, 0.14136271, 5127.39, 0.20277945, 8457.30, 0.24900975, 10124.86, 0.11369971, 1778.60, 0.1939383, 3446.40, 0.18179275, 5127.39, 0.36089998, 8457.30, 0.39209291, 10124.86, 0.19324307, 
1778.80, 0.31126685, 3446.60, 0.28366747, 5127.59, 0.22368993, 6789.62, 0.23845324, 10125.06, 0.24358987, 1778.80, 0.10647807, 3446.60, 0.08280601, 5127.59, 0.07843177, 6789.62, 0.11455369, 10125.06, 0.06726138, 1778.80, 0.18250514, 3446.60, 0.16452737, 5127.59, 0.11472865, 6789.62, 0.15562475, 10125.06, 0.14702243, 1778.80, 0.33426482, 3446.60, 0.30774973, 5127.59, 0.15461389, 6789.62, 0.2868319, 10125.06, 0.27346728, 1778.80, 0.23316498, 3446.60, 0.21093865, 5127.59, 0.31914879, 8457.50, 0.40506848, 10125.06, 0.18252379, 1778.80, 0.11875466, 3446.60, 0.10070523, 5127.59, 0.12753748, 8457.50, 0.18245582, 10125.06, 0.0933457, 1778.80, 0.1621466, 3446.60, 0.14187877, 5127.59, 0.2033354, 8457.50, 0.24928145, 10125.06, 0.11385382, 1778.80, 0.19353594, 3446.60, 0.1812097, 5127.59, 0.36074284, 8457.50, 0.3923447, 10125.06, 0.19253181, 
1779.00, 0.31097287, 3446.80, 0.28385079, 5127.79, 0.22347639, 6789.82, 0.23823724, 10125.26, 0.24377256, 1779.00, 0.10634612, 3446.80, 0.08339389, 5127.79, 0.07832315, 6789.82, 0.11464959, 10125.26, 0.06718127, 1779.00, 0.18238176, 3446.80, 0.16487293, 5127.79, 0.11480066, 6789.82, 0.15583809, 10125.26, 0.14701054, 1779.00, 0.33453984, 3446.80, 0.30814695, 5127.79, 0.15455669, 6789.82, 0.28728486, 10125.26, 0.27393869, 1779.00, 0.23305761, 3446.80, 0.211189, 5127.79, 0.31942956, 8457.70, 0.40531066, 10125.26, 0.18261792, 1779.00, 0.11891611, 3446.80, 0.10108585, 5127.79, 0.12765389, 8457.70, 0.18250838, 10125.26, 0.09318775, 1779.00, 0.16274697, 3446.80, 0.14269363, 5127.79, 0.20364169, 8457.70, 0.24974188, 10125.26, 0.11460954, 1779.00, 0.19354022, 3446.80, 0.18139513, 5127.79, 0.36062859, 8457.70, 0.39211918, 10125.26, 0.19276054, 
1779.20, 0.31065763, 3447.00, 0.28390501, 5127.99, 0.22345898, 6790.02, 0.23806035, 10125.46, 0.24364847, 1779.20, 0.10604053, 3447.00, 0.08326833, 5127.99, 0.07730362, 6790.02, 0.11443392, 10125.46, 0.06727852, 1779.20, 0.18300071, 3447.00, 0.1648854, 5127.99, 0.11513619, 6790.02, 0.1562493, 10125.46, 0.14669491, 1779.20, 0.33540607, 3447.00, 0.30891477, 5127.99, 0.15518394, 6790.02, 0.28774894, 10125.46, 0.27497433, 1779.20, 0.23341449, 3447.00, 0.21141408, 5127.99, 0.31933448, 8457.90, 0.40535203, 10125.46, 0.18313869, 1779.20, 0.1187486, 3447.00, 0.1007734, 5127.99, 0.12783863, 8457.90, 0.18281132, 10125.46, 0.09324356, 1779.20, 0.16372993, 3447.00, 0.14316792, 5127.99, 0.20413407, 8457.90, 0.25010595, 10125.46, 0.1151936, 1779.20, 0.19325118, 3447.00, 0.18147867, 5127.99, 0.36034393, 8457.90, 0.39173755, 10125.46, 0.19301724, 
1779.40, 0.3105263, 3447.20, 0.28409196, 5128.19, 0.22371692, 6790.22, 0.23811569, 10125.66, 0.24331509, 1779.40, 0.10531011, 3447.20, 0.08267514, 5128.19, 0.07635407, 6790.22, 0.11358654, 10125.66, 0.06693495, 1779.40, 0.18315439, 3447.20, 0.16526101, 5128.19, 0.11580233, 6790.22, 0.15678649, 10125.66, 0.14671414, 1779.40, 0.33562338, 3447.20, 0.30813147, 5128.19, 0.15509405, 6790.22, 0.28740691, 10125.66, 0.27487239, 1779.40, 0.23360052, 3447.20, 0.21122654, 5128.19, 0.31917937, 8458.10, 0.40578592, 10125.66, 0.18308473, 1779.40, 0.11821114, 3447.20, 0.10075189, 5128.19, 0.12727558, 8458.10, 0.18250936, 10125.66, 0.09287769, 1779.40, 0.16330298, 3447.20, 0.14350765, 5128.19, 0.2044433, 8458.10, 0.25044371, 10125.66, 0.11486794, 1779.40, 0.19348934, 3447.20, 0.18139074, 5128.19, 0.36066229, 8458.10, 0.39173684, 10125.66, 0.19322568, 
1779.60, 0.31066359, 3447.40, 0.28396802, 5128.39, 0.22370671, 6790.42, 0.23832275, 10125.86, 0.24306494, 1779.60, 0.10600117, 3447.40, 0.08226904, 5128.39, 0.07665051, 6790.42, 0.11331229, 10125.86, 0.06725528, 1779.60, 0.18313629, 3447.40, 0.16554763, 5128.39, 0.11582213, 6790.42, 0.15729082, 10125.86, 0.14706432, 1779.60, 0.33556942, 3447.40, 0.30830712, 5128.39, 0.15527649, 6790.42, 0.2874388, 10125.86, 0.27521672, 1779.60, 0.23359704, 3447.40, 0.21066115, 5128.39, 0.31896434, 8458.30, 0.40542689, 10125.86, 0.18262462, 1779.60, 0.11848771, 3447.40, 0.1008953, 5128.39, 0.12706461, 8458.30, 0.18250626, 10125.86, 0.09281935, 1779.60, 0.16394915, 3447.40, 0.14364523, 5128.39, 0.2048669, 8458.30, 0.25069376, 10125.86, 0.11515023, 1779.60, 0.19335455, 3447.40, 0.18066847, 5128.39, 0.36056589, 8458.30, 0.3910912, 10125.86, 0.19270011, 
1779.80, 0.31093666, 3447.60, 0.28356462, 5128.59, 0.2235868, 6790.62, 0.23822943, 10126.06, 0.24273729, 1779.80, 0.10542155, 3447.60, 0.08184036, 5128.59, 0.07563497, 6790.62, 0.1126729, 10126.06, 0.06640125, 1779.80, 0.18345426, 3447.60, 0.16590594, 5128.59, 0.11601394, 6790.62, 0.15788264, 10126.06, 0.14725462, 1779.80, 0.33602463, 3447.60, 0.30919143, 5128.59, 0.15599988, 6790.62, 0.2874971, 10126.06, 0.27574333, 1779.80, 0.2332747, 3447.60, 0.20993924, 5128.59, 0.31854709, 8458.50, 0.4050728, 10126.06, 0.18238454, 1779.80, 0.1189332, 3447.60, 0.10131816, 5128.59, 0.12733537, 8458.50, 0.18284411, 10126.06, 0.09318805, 1779.80, 0.16338603, 3447.60, 0.14369778, 5128.59, 0.20438937, 8458.50, 0.25091861, 10126.06, 0.11525809, 1779.80, 0.19308047, 3447.60, 0.18012668, 5128.59, 0.36005647, 8458.50, 0.39055044, 10126.06, 0.19230136, 
1780.00, 0.31055797, 3447.80, 0.28310209, 5128.79, 0.22349888, 6790.82, 0.23819902, 10126.26, 0.24223575, 1780.00, 0.10481674, 3447.80, 0.08126001, 5128.79, 0.07538834, 6790.82, 0.11212197, 10126.26, 0.0660789, 1780.00, 0.1833296, 3447.80, 0.16579934, 5128.79, 0.11602139, 6790.82, 0.15832429, 10126.26, 0.14755206, 1780.00, 0.33555006, 3447.80, 0.30923409, 5128.79, 0.15578844, 6790.82, 0.2873525, 10126.26, 0.27533914, 1780.00, 0.23302562, 3447.80, 0.20904841, 5128.79, 0.31783192, 8458.70, 0.40446057, 10126.26, 0.18198549, 1780.00, 0.1192264, 3447.80, 0.10164372, 5128.79, 0.12730144, 8458.70, 0.18295298, 10126.26, 0.0933144, 1780.00, 0.1628879, 3447.80, 0.14342144, 5128.79, 0.20420826, 8458.70, 0.25096013, 10126.26, 0.11494558, 1780.00, 0.19301311, 3447.80, 0.18045117, 5128.79, 0.35991221, 8458.70, 0.39021264, 10126.26, 0.19168603, 
1780.20, 0.31082734, 3448.00, 0.283417, 5128.99, 0.22363981, 6791.02, 0.23804833, 10126.46, 0.2420013, 1780.20, 0.10472301, 3448.00, 0.08095821, 5128.99, 0.07527187, 6791.02, 0.11180855, 10126.46, 0.06597477, 1780.20, 0.18331258, 3448.00, 0.16572948, 5128.99, 0.11611804, 6791.02, 0.15885532, 10126.46, 0.14813232, 1780.20, 0.33573378, 3448.00, 0.30935572, 5128.99, 0.15564069, 6791.02, 0.28685913, 10126.46, 0.27495213, 1780.20, 0.23310517, 3448.00, 0.20844772, 5128.99, 0.31764165, 8458.90, 0.40409915, 10126.46, 0.18205633, 1780.20, 0.11930346, 3448.00, 0.10168807, 5128.99, 0.1272681, 8458.90, 0.18230624, 10126.46, 0.0929715, 1780.20, 0.16271867, 3448.00, 0.14391877, 5128.99, 0.20439909, 8458.90, 0.25142829, 10126.46, 0.1147494, 1780.20, 0.19251318, 3448.00, 0.18008833, 5128.99, 0.35887811, 8458.90, 0.38978446, 10126.46, 0.19157094, 
1780.40, 0.31095326, 3448.20, 0.28332158, 5129.19, 0.22367909, 6791.22, 0.23805841, 10126.66, 0.24236563, 1780.40, 0.1047058, 3448.20, 0.08089853, 5129.19, 0.07550303, 6791.22, 0.1116588, 10126.66, 0.06599591, 1780.40, 0.18358772, 3448.20, 0.16573878, 5129.19, 0.1169924, 6791.22, 0.1588621, 10126.66, 0.14863605, 1780.40, 0.33591364, 3448.20, 0.310138, 5129.19, 0.15579397, 6791.22, 0.28689113, 10126.66, 0.27462301, 1780.40, 0.23331586, 3448.20, 0.20842032, 5129.19, 0.31733099, 8459.10, 0.40405899, 10126.66, 0.18190761, 1780.40, 0.11965093, 3448.20, 0.10196685, 5129.19, 0.12743965, 8459.10, 0.18215447, 10126.66, 0.09358357, 1780.40, 0.16285897, 3448.20, 0.14357483, 5129.19, 0.20422857, 8459.10, 0.25170014, 10126.66, 0.11437422, 1780.40, 0.19256943, 3448.20, 0.18030117, 5129.19, 0.35870051, 8459.10, 0.39015883, 10126.66, 0.19186454, 
1780.60, 0.31076889, 3448.40, 0.28270272, 5129.39, 0.22362852, 6791.42, 0.23792892, 10126.86, 0.24240963, 1780.60, 0.10422748, 3448.40, 0.08095102, 5129.39, 0.07530817, 6791.42, 0.11171623, 10126.86, 0.06602767, 1780.60, 0.18356211, 3448.40, 0.16575035, 5129.39, 0.11717444, 6791.42, 0.15879087, 10126.86, 0.14906173, 1780.60, 0.33490399, 3448.40, 0.31006008, 5129.39, 0.15558, 6791.42, 0.28588373, 10126.86, 0.27353677, 1780.60, 0.23328075, 3448.40, 0.20834489, 5129.39, 0.31737261, 8459.30, 0.40418557, 10126.86, 0.18168674, 1780.60, 0.11961849, 3448.40, 0.10222, 5129.39, 0.12730671, 8459.30, 0.18195482, 10126.86, 0.09369259, 1780.60, 0.16300291, 3448.40, 0.14430738, 5129.39, 0.20443984, 8459.30, 0.25212603, 10126.86, 0.11484573, 1780.60, 0.19219428, 3448.40, 0.1801958, 5129.39, 0.35845742, 8459.30, 0.38986603, 10126.86, 0.19128782, 
1780.80, 0.31081507, 3448.60, 0.28241849, 5129.59, 0.22400995, 6791.62, 0.23795146, 10127.06, 0.24256447, 1780.80, 0.10448965, 3448.60, 0.08102492, 5129.59, 0.07488697, 6791.62, 0.11142948, 10127.06, 0.06577372, 1780.80, 0.18363489, 3448.60, 0.16583957, 5129.59, 0.11698306, 6791.62, 0.15864214, 10127.06, 0.14944823, 1780.80, 0.33523476, 3448.60, 0.31043721, 5129.59, 0.15548639, 6791.62, 0.28585158, 10127.06, 0.27371571, 1780.80, 0.23345914, 3448.60, 0.20788432, 5129.59, 0.31701439, 8459.50, 0.40410717, 10127.06, 0.1810428, 1780.80, 0.11983329, 3448.60, 0.10260788, 5129.59, 0.12752243, 8459.50, 0.18216507, 10127.06, 0.0934526, 1780.80, 0.16251399, 3448.60, 0.14376764, 5129.59, 0.20423906, 8459.50, 0.25195076, 10127.06, 0.11454465, 1780.80, 0.19205579, 3448.60, 0.18040396, 5129.59, 0.35853143, 8459.50, 0.39017291, 10127.06, 0.19097743, 
1781.00, 0.3106517, 3448.80, 0.28192059, 5129.79, 0.22389393, 6791.82, 0.23785365, 10127.26, 0.24229005, 1781.00, 0.10479783, 3448.80, 0.08124974, 5129.79, 0.07540676, 6791.82, 0.11140404, 10127.26, 0.06603475, 1781.00, 0.18352679, 3448.80, 0.16547997, 5129.79, 0.1166029, 6791.82, 0.15823572, 10127.26, 0.14923259, 1781.00, 0.3353075, 3448.80, 0.31065719, 5129.79, 0.15558258, 6791.82, 0.28557397, 10127.26, 0.27334729, 1781.00, 0.23366969, 3448.80, 0.20848187, 5129.79, 0.31703571, 8459.70, 0.40451532, 10127.26, 0.18139198, 1781.00, 0.12042406, 3448.80, 0.10318269, 5129.79, 0.12801795, 8459.70, 0.18297359, 10127.26, 0.09391958, 1781.00, 0.16207405, 3448.80, 0.14370515, 5129.79, 0.20391639, 8459.70, 0.2517736, 10127.26, 0.11403315, 1781.00, 0.19223498, 3448.80, 0.1809897, 5129.79, 0.35862253, 8459.70, 0.39052909, 10127.26, 0.19136237, 
1781.20, 0.31068027, 3449.00, 0.28178612, 5129.99, 0.22380915, 6792.02, 0.23827376, 10127.46, 0.24216506, 1781.20, 0.10459706, 3449.00, 0.08040065, 5129.99, 0.07498535, 6792.02, 0.11115513, 10127.46, 0.06536234, 1781.20, 0.18343361, 3449.00, 0.16538785, 5129.99, 0.11635391, 6792.02, 0.15738757, 10127.46, 0.14918102, 1781.20, 0.33475607, 3449.00, 0.31008212, 5129.99, 0.15507939, 6792.02, 0.28453315, 10127.46, 0.27227377, 1781.20, 0.23374261, 3449.00, 0.20919377, 5129.99, 0.31689687, 8459.90, 0.40523051, 10127.46, 0.18173279, 1781.20, 0.12074007, 3449.00, 0.10342634, 5129.99, 0.12803762, 8459.90, 0.18347902, 10127.46, 0.09396072, 1781.20, 0.16201655, 3449.00, 0.14355898, 5129.99, 0.20378906, 8459.90, 0.25140459, 10127.46, 0.11419331, 1781.20, 0.19252702, 3449.00, 0.18077202, 5129.99, 0.35843846, 8459.90, 0.39030826, 10127.46, 0.1914074, 
1781.40, 0.31056552, 3449.20, 0.28190761, 5130.19, 0.22374637, 6792.22, 0.23853542, 10127.66, 0.24224476, 1781.40, 0.10457581, 3449.20, 0.0804854, 5130.19, 0.07484781, 6792.22, 0.11166199, 10127.66, 0.06518292, 1781.40, 0.18295823, 3449.20, 0.16486457, 5130.19, 0.11608874, 6792.22, 0.15675118, 10127.66, 0.14885698, 1781.40, 0.33404141, 3449.20, 0.31004513, 5130.19, 0.15480008, 6792.22, 0.28440242, 10127.66, 0.27231818, 1781.40, 0.2335348, 3449.20, 0.20936274, 5130.19, 0.31719237, 8460.10, 0.40519312, 10127.66, 0.18187684, 1781.40, 0.1211634, 3449.20, 0.10352793, 5130.19, 0.12857693, 8460.10, 0.18408872, 10127.66, 0.0941426, 1781.40, 0.16129699, 3449.20, 0.1435892, 5130.19, 0.20343852, 8460.10, 0.25098467, 10127.66, 0.11377797, 1781.40, 0.19328175, 3449.20, 0.18145715, 5130.19, 0.35925114, 8460.10, 0.39084777, 10127.66, 0.19207653, 
1781.60, 0.31062272, 3449.40, 0.28185472, 5130.39, 0.22391745, 6792.42, 0.23877392, 10127.86, 0.24247083, 1781.60, 0.10522353, 3449.40, 0.08095108, 5130.39, 0.07487787, 6792.42, 0.11218932, 10127.86, 0.06575386, 1781.60, 0.18293244, 3449.40, 0.16478587, 5130.39, 0.11589048, 6792.42, 0.15597285, 10127.86, 0.14854075, 1781.60, 0.33380404, 3449.40, 0.30984271, 5130.39, 0.15479982, 6792.42, 0.28430137, 10127.86, 0.27200527, 1781.60, 0.23383866, 3449.40, 0.2096445, 5130.39, 0.31730283, 8460.30, 0.40553593, 10127.86, 0.18224605, 1781.60, 0.12125993, 3449.40, 0.10342772, 5130.39, 0.12857744, 8460.30, 0.1839684, 10127.86, 0.09438784, 1781.60, 0.16144021, 3449.40, 0.14359753, 5130.39, 0.20304903, 8460.30, 0.25099002, 10127.86, 0.11412186, 1781.60, 0.19348547, 3449.40, 0.1812918, 5130.39, 0.35910776, 8460.30, 0.39084992, 10127.86, 0.1916402, 
1781.80, 0.31087081, 3449.60, 0.28166769, 5130.59, 0.22404261, 6792.62, 0.23891335, 10128.06, 0.24214893, 1781.80, 0.10525517, 3449.60, 0.08079065, 5130.59, 0.0750281, 6792.62, 0.11195987, 10128.06, 0.06529353, 1781.80, 0.18282132, 3449.60, 0.16426433, 5130.59, 0.11565777, 6792.62, 0.15600909, 10128.06, 0.14827823, 1781.80, 0.33396854, 3449.60, 0.3097882, 5130.59, 0.15519618, 6792.62, 0.28413964, 10128.06, 0.27197668, 1781.80, 0.23414082, 3449.60, 0.21000368, 5130.59, 0.31738107, 8460.50, 0.40573398, 10128.06, 0.18222678, 1781.80, 0.12163152, 3449.60, 0.10379591, 5130.59, 0.12869462, 8460.50, 0.18367547, 10128.06, 0.09411043, 1781.80, 0.1608993, 3449.60, 0.14304486, 5130.59, 0.20244855, 8460.50, 0.25020659, 10128.06, 0.11364439, 1781.80, 0.19441351, 3449.60, 0.18215168, 5130.59, 0.3597819, 8460.50, 0.39097405, 10128.06, 0.19230303, 
1782.00, 0.31093578, 3449.80, 0.28175973, 5130.79, 0.2242414, 6792.82, 0.23868952, 10128.26, 0.24239954, 1782.00, 0.10554892, 3449.80, 0.08093827, 5130.79, 0.07534108, 6792.82, 0.11239296, 10128.26, 0.06560363, 1782.00, 0.18283333, 3449.80, 0.16451157, 5130.79, 0.11569413, 6792.82, 0.15609178, 10128.26, 0.14810795, 1782.00, 0.33497242, 3449.80, 0.30987313, 5130.79, 0.15555658, 6792.82, 0.28386718, 10128.26, 0.27277742, 1782.00, 0.23406743, 3449.80, 0.21035657, 5130.79, 0.31764834, 8460.70, 0.40570104, 10128.26, 0.18312157, 1782.00, 0.12156732, 3449.80, 0.10363641, 5130.79, 0.12860043, 8460.70, 0.18393452, 10128.26, 0.09400034, 1782.00, 0.1606982, 3449.80, 0.14286035, 5130.79, 0.20218877, 8460.70, 0.25013228, 10128.26, 0.11387554, 1782.00, 0.19433707, 3449.80, 0.18193424, 5130.79, 0.35977289, 8460.70, 0.39096783, 10128.26, 0.19201934, 
1782.20, 0.31093148, 3450.00, 0.28185224, 5130.99, 0.22428775, 6793.02, 0.23849709, 10128.46, 0.24196292, 1782.20, 0.10531836, 3450.00, 0.08126819, 5130.99, 0.07572531, 6793.02, 0.1126035, 10128.46, 0.06582268, 1782.20, 0.18258043, 3450.00, 0.16398216, 5130.99, 0.11538314, 6793.02, 0.15585212, 10128.46, 0.14728595, 1782.20, 0.33521236, 3450.00, 0.30973729, 5130.99, 0.15572382, 6793.02, 0.28402205, 10128.46, 0.27319714, 1782.20, 0.23403516, 3450.00, 0.21003828, 5130.99, 0.31767858, 8460.90, 0.40538055, 10128.46, 0.18303718, 1782.20, 0.1210211, 3450.00, 0.10318912, 5130.99, 0.12818729, 8460.90, 0.1838779, 10128.46, 0.09411894, 1782.20, 0.16075909, 3450.00, 0.143095, 5130.99, 0.20196562, 8460.90, 0.24980674, 10128.46, 0.11404503, 1782.20, 0.19480659, 3450.00, 0.1826641, 5130.99, 0.36078358, 8460.90, 0.39128749, 10128.46, 0.19213089, 
